iter	Passed	Remaining
188	514	2206
189	530	2260
190	532	2253
191	537	2261
192	554	2318
193	576	2393
194	577	2384
195	578	2374
196	589	2404
197	591	2393
198	591	2381
199	592	2369
200	592	2357
201	593	2345
202	602	2365
203	614	2397
204	614	2384
205	618	2382
206	620	2378
207	621	2367
208	622	2354
209	622	2341
210	622	2329
211	623	2316
212	623	2304
213	623	2291
214	624	2279
215	624	2267
216	624	2255
217	625	2243
218	625	2231
219	626	2220
220	626	2208
221	627	2197
222	627	2186
223	628	2175
224	629	2167
225	630	2157
226	630	2147
227	631	2137
228	632	2130
229	633	2120
230	633	2109
231	634	2098
232	636	2093
233	637	2085
234	639	2083
235	641	2075
236	642	2069
237	643	2061
238	644	2051
239	645	2043
240	645	2034
241	646	2024
242	646	2015
243	647	2005
244	647	1996
245	650	1993
246	652	1989
247	653	1981
248	655	1977
249	656	1970
250	657	1961
251	657	1952
252	658	1943
253	659	1935
254	659	1928
255	660	1919
256	661	1911
257	661	1902
258	662	1894
259	663	1888
260	664	1880
261	664	1872
262	670	1879
263	674	1881
264	675	1874
265	678	1873
266	681	1871
267	682	1864
268	686	1865
269	693	1874
270	699	1880
271	700	1874
272	706	1880
273	706	1873
274	707	1865
275	708	1858
276	710	1854
277	714	1854
278	715	1849
279	716	1843
280	719	1839
281	723	1841
282	726	1841
283	727	1835
284	729	1829
285	730	1822
286	736	1829
287	740	1830
288	741	1823
289	741	1816
290	755	1840
291	756	1834
292	757	1828
293	758	1822
294	767	1833
295	767	1825
296	768	1818
297	769	1812
298	770	1806
299	771	1799
300	771	1791
301	772	1785
302	774	1780
303	774	1773
304	775	1767
305	777	1762
306	777	1755
307	778	1748
308	778	1741
309	779	1734
310	779	1727
311	780	1720
312	780	1713
313	781	1707
314	781	1700
315	782	1693
316	782	1686
317	783	1680
318	783	1673
319	784	1666
320	784	1660
321	785	1653
322	785	1646
323	786	1640
324	786	1633
325	786	1626
326	787	1620
327	787	1613
328	787	1607
329	788	1600
330	788	1594
331	789	1587
332	789	1581
333	791	1577
334	791	1571
335	792	1566
336	793	1560
337	793	1554
338	795	1550
339	798	1549
340	799	1544
341	799	1538
342	800	1532
343	800	1526
344	801	1520
345	803	1518
346	819	1542
347	843	1579
348	850	1585
349	851	1580
350	859	1588
351	861	1585
352	865	1587
353	867	1583
354	869	1579
355	869	1573
356	881	1588
357	883	1583
358	884	1579
359	885	1573
360	885	1567
361	885	1561
362	886	1555
363	886	1549
364	887	1544
365	900	1559
366	902	1556
367	902	1550
368	903	1544
369	903	1538
370	903	1532
371	904	1526
372	904	1521
373	905	1515
374	905	1509
375	906	1504
376	906	1498
377	907	1493
378	908	1489
379	911	1486
380	915	1486
381	915	1481
382	916	1476
383	916	1470
384	917	1465
385	925	1471
386	925	1466
387	926	1461
388	927	1456
389	927	1450
390	928	1445
391	928	1440
392	929	1434
393	929	1429
394	929	1424
395	930	1419
396	930	1413
397	931	1409
398	932	1404
399	933	1399
400	935	1396
401	937	1394
402	937	1389
403	939	1386
404	941	1382
405	942	1378
406	945	1377
407	946	1372
408	946	1367
409	955	1375
410	958	1373
411	959	1368
412	959	1363
413	960	1359
414	964	1358
415	972	1365
416	979	1368
417	980	1364
418	981	1361
419	982	1356
420	983	1353
421	985	1349
422	987	1346
423	990	1345
424	990	1340
425	991	1335
426	992	1332
427	993	1327
428	995	1324
429	996	1320
430	997	1317
431	998	1313
432	999	1308
433	999	1303
434	1001	1300
435	1001	1295
436	1002	1291
437	1002	1286
438	1003	1282
439	1003	1277
440	1004	1273
441	1005	1268
442	1005	1264
443	1006	1259
444	1006	1255
445	1007	1250
446	1010	1249
447	1011	1246
448	1012	1242
449	1015	1240
450	1016	1237
451	1017	1234
452	1019	1231
453	1020	1227
454	1022	1224
455	1022	1220
456	1023	1216
457	1025	1213
458	1026	1210
459	1027	1205
460	1027	1201
461	1028	1197
462	1028	1193
463	1029	1189
464	1030	1185
465	1031	1182
466	1033	1179
467	1034	1176
468	1035	1172
469	1035	1168
470	1036	1163
471	1036	1159
472	1037	1155
473	1037	1151
474	1038	1147
475	1038	1143
476	1039	1139
477	1040	1136
478	1040	1132
479	1041	1128
480	1042	1124
481	1042	1120
482	1045	1118
483	1046	1115
484	1047	1112
485	1048	1108
486	1048	1104
487	1049	1101
488	1049	1097
489	1050	1093
490	1051	1089
491	1052	1086
492	1053	1083
493	1054	1080
494	1073	1095
495	1075	1092
496	1083	1096
497	1085	1094
498	1100	1104
499	1101	1101
500	1104	1099
501	1120	1111
502	1121	1108
503	1122	1104
504	1122	1100
505	1124	1097
506	1124	1093
507	1125	1090
508	1126	1086
509	1126	1082
510	1127	1078
511	1127	1075
512	1129	1072
513	1130	1068
514	1130	1064
515	1131	1061
516	1132	1057
517	1133	1054
518	1134	1051
519	1135	1047
520	1135	1044
521	1136	1040
522	1136	1036
523	1138	1034
524	1141	1032
525	1142	1029
526	1143	1026
527	1144	1022
528	1145	1019
529	1146	1016
530	1146	1012
531	1147	1009
532	1151	1008
533	1153	1006
534	1154	1003
535	1154	999
536	1155	996
537	1156	992
538	1156	989
539	1157	985
540	1157	982
541	1158	978
542	1159	975
543	1161	973
544	1162	970
545	1164	968
546	1165	965
547	1165	961
548	1167	959
549	1168	955
550	1169	952
551	1170	949
552	1171	947
553	1173	944
554	1175	942
555	1177	939
556	1178	937
557	1181	935
558	1181	932
559	1184	930
560	1186	928
561	1186	924
562	1187	921
563	1188	919
564	1190	916
565	1196	917
566	1198	915
567	1201	913
568	1201	910
569	1202	907
570	1203	904
571	1204	901
572	1205	898
573	1214	901
574	1215	898
575	1218	896
576	1219	894
577	1220	891
578	1221	888
579	1224	886
580	1225	884
581	1226	880
582	1226	877
583	1227	874
584	1230	872
585	1230	869
586	1231	866
587	1232	863
588	1233	860
589	1233	857
590	1234	854
591	1236	851
592	1237	849
593	1240	848
594	1244	846
595	1244	843
596	1245	840
597	1245	837
598	1246	834
599	1246	831
600	1247	828
601	1247	825
602	1248	821
603	1248	818
604	1249	815
605	1249	812
606	1251	810
607	1252	807
608	1253	804
609	1258	804
610	1260	802
611	1260	799
612	1262	796
613	1263	794
614	1266	792
615	1268	790
616	1269	788
617	1270	785
618	1270	782
619	1271	779
620	1271	776
621	1272	773
622	1273	770
623	1273	767
624	1274	764
625	1278	763
626	1278	760
627	1279	757
628	1282	756
629	1283	753
630	1284	751
631	1284	748
632	1285	745
633	1286	742
634	1286	739
635	1287	736
636	1287	733
637	1288	731
638	1289	728
639	1290	725
640	1290	722
641	1293	721
642	1295	719
643	1297	717
644	1298	714
645	1299	712
646	1301	709
647	1301	707
648	1303	705
649	1304	702
650	1305	699
651	1305	696
652	1306	694
653	1306	691
654	1307	688
655	1309	686
656	1309	683
657	1312	681
658	1313	679
659	1314	677
660	1314	674
661	1315	671
662	1316	669
663	1317	666
664	1317	663
665	1318	661
666	1318	658
667	1319	655
668	1319	653
669	1320	650
670	1320	647
671	1321	644
672	1321	642
673	1322	639
674	1322	636
675	1323	634
676	1323	631
677	1324	628
678	1324	626
679	1325	623
680	1325	621
681	1326	618
682	1327	615
683	1327	613
684	1328	611
685	1329	608
686	1330	605
687	1331	604
688	1332	601
689	1333	598
690	1334	596
691	1336	594
692	1336	592
693	1340	591
694	1340	588
695	1341	585
696	1341	583
697	1341	580
698	1342	578
699	1342	575
700	1343	572
701	1343	570
702	1344	568
703	1344	565
704	1345	562
705	1345	560
706	1345	557
707	1346	555
708	1346	552
709	1347	550
710	1347	547
711	1347	545
712	1352	544
713	1353	542
714	1364	543
715	1365	541
716	1365	539
717	1366	536
718	1366	534
719	1367	531
720	1372	531
721	1373	529
722	1375	526
723	1376	524
724	1377	522
725	1377	520
726	1378	517
727	1379	515
728	1379	512
729	1380	510
730	1380	508
731	1381	505
732	1382	503
733	1382	501
734	1383	498
735	1384	496
736	1385	494
737	1386	492
738	1386	489
739	1387	487
740	1387	485
741	1391	483
742	1395	482
743	1397	480
744	1397	478
745	1398	476
746	1398	473
747	1399	471
748	1399	469
749	1400	466
750	1400	464
751	1401	462
752	1404	460
753	1404	458
754	1405	456
755	1405	453
756	1406	451
757	1406	449
758	1407	446
759	1408	444
760	1409	442
761	1410	440
762	1411	438
763	1413	436
764	1415	434
765	1416	432
766	1416	430
767	1417	428
768	1417	425
769	1419	423
770	1421	422
771	1421	419
772	1422	417
773	1422	415
774	1423	413
775	1424	411
776	1424	408
777	1425	406
778	1425	404
779	1426	402
780	1426	400
781	1427	397
782	1428	395
783	1429	393
784	1430	391
785	1431	389
786	1432	387
787	1434	385
788	1436	384
789	1437	382
790	1438	379
791	1439	378
792	1441	376
793	1442	374
794	1444	372
795	1445	370
796	1445	368
797	1446	366
798	1447	364
799	1447	361
800	1448	359
801	1449	357
802	1449	355
803	1450	353
804	1451	351
805	1452	349
806	1453	347
807	1454	345
808	1456	343
809	1457	341
810	1458	339
811	1458	337
812	1459	335
813	1460	333
814	1460	331
815	1461	329
816	1461	327
817	1462	325
818	1462	323
819	1463	321
820	1463	319
821	1464	317
822	1464	314
823	1465	312
824	1465	310
825	1466	308
826	1466	306
827	1467	304
828	1468	302
829	1468	300
830	1469	298
831	1470	296
832	1470	294
833	1471	292
834	1471	290
835	1472	288
836	1472	286
837	1473	284
838	1476	283
839	1477	281
840	1479	279
841	1482	278
842	1483	276
843	1484	274
844	1485	272
845	1486	270
846	1487	268
847	1488	266
848	1490	265
849	1491	263
850	1492	261
851	1493	259
852	1493	257
853	1494	255
854	1494	253
855	1495	251
856	1495	249
857	1496	247
858	1496	245
859	1497	243
860	1498	241
861	1498	239
862	1499	237
863	1499	236
864	1500	234
865	1502	232
866	1502	230
867	1503	228
868	1504	226
869	1506	225
870	1507	223
871	1507	221
872	1508	219
873	1508	217
874	1509	215
875	1510	213
876	1511	212
877	1512	210
878	1515	208
879	1515	206
880	1516	204
881	1516	202
882	1516	200
883	1517	199
884	1517	197
885	1518	195
886	1518	193
887	1519	191
888	1519	189
889	1520	187
890	1520	186
891	1521	184
892	1521	182
893	1522	180
894	1522	178
895	1523	176
896	1524	175
897	1524	173
898	1526	171
899	1526	169
900	1527	167
901	1528	166
902	1528	164
903	1528	162
904	1529	160
905	1531	158
906	1532	157
907	1533	155
908	1534	153
909	1535	151
910	1535	150
911	1536	148
912	1536	146
913	1537	144
914	1538	142
915	1539	141
916	1541	139
917	1542	137
918	1543	136
919	1543	134
920	1545	132
921	1545	130
922	1546	129
923	1546	127
924	1547	125
925	1547	123
926	1548	121
927	1549	120
928	1549	118
929	1550	116
930	1551	114
931	1556	113
932	1558	111
933	1559	110
934	1559	108
935	1560	106
936	1560	104
937	1561	103
938	1561	101
939	1563	99
940	1564	98
941	1566	96
942	1567	94
943	1576	93
944	1577	91
945	1578	90
946	1580	88
947	1583	86
948	1585	85
949	1586	83
950	1587	81
951	1588	80
952	1589	78
953	1589	76
954	1590	74
955	1594	73
956	1595	71
957	1595	69
958	1596	68
959	1597	66
960	1598	64
961	1599	63
962	1600	61
963	1601	59
964	1601	58
965	1602	56
966	1603	54
967	1604	53
968	1604	51
969	1605	49
970	1607	47
971	1610	46
972	1611	44
973	1612	43
974	1612	41
975	1614	39
976	1616	38
977	1619	36
978	1627	34
979	1634	33
980	1638	31
981	1642	30
982	1650	28
983	1654	26
984	1658	25
985	1662	23
986	1666	21
987	1670	20
988	1674	18
989	1723	17
990	1724	15
991	1725	13
992	1727	12
993	1730	10
994	1730	8
995	1731	6
996	1732	5
997	1733	3
998	1734	1
999	1734	0
